代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,上市日期,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
000035,中国天楹,-3.74,0,5.15,52.59,28.19,环境保护,公用事业-环境保护,        129.97亿,19940408,-0.2,5.14,        126.35亿,环保设备及其他,5.15,673029,35455.46,18.52,2.74,江苏,0.02,11034,5.3,5.43,5.1,5.35,0.67,6.17,5.27,411031,261998,1.57,1350,269,--  ,171.4,--  ,--  ,24.53,-1.44,3623,186,0.0008,-4,-15.16,-22.2,-4.28,-12.86,4.29,         80.84亿,62.2,26.28,1.69,EXPMA死叉,10,8,8,-0.93,1.5,-4.67,-1.5,-2.83,-5.16,0.98,-2.24,20220907,25.24,--  ,--  ,241.53,103.91,2.28,56.03,51.04,20.19,121.13,60.42,7.4,15.31,83,25.05,20.15,1.42,0.01,1.53,1.21,1.24,1.08,29.4,0.27,-26.8,41091,38201,19.67万,-63.51,-78.15,1.25,487.08,5.19,1.77,0.050㈡,4.12,3.29,1.16,0.01,43.02,   1.19㈡,19.56,5.67,4.85,0.35,15326,35,--  ,--  ,--  
000036,华联控股,-3.27,0.26,3.85,54.31,17.88,全国地产,建筑地产-房地产,         57.13亿,19940617,-0.13,3.85,         56.97亿,房产销售,3.86,104107,4066.45,14.54,0.7,深圳,0,719,3.97,3.99,3.83,3.98,1.23,4.02,3.91,69911,34196,2.04,28,1489,--  ,16.44,--  ,--  ,14.8,-0.96,2380,44,0.0003,-1,-3.75,-2.53,-7.68,-9.83,1.05,         37.99亿,66.5,18.33,0.52,平台整理,2,5,4,-0.25,0.25,-3.77,-1.76,-3.02,-3.51,0.52,-1.51,20220913,14.84,--  ,--  ,90.89,49.22,10.55,34.24,65.08,7.65,0.03,23.06,30.2,0.07,2.32,3.59,1.75,0.88,0.24,0.89,0.66,0.53,0.37,26.94,-1.18,-1.68,46292,21317,8.21万,-61.54,-45.99,1.16,-48.36,15.93,1.71,0.035㈡,3.32,0.16,1.82,-0.08,54.16,   1.07㈡,51.32,24.52,18.46,--  ,749,36,--  ,--  ,--  
000037,深南电A,-4.55,-0.53,7.35,--  ,54,火力发电,能源-电力,         44.30亿,19940701,-0.35,7.34,         24.91亿,电力销售,7.35,95054,7157.88,--  ,2.8,深圳,0.06,2780,7.61,7.75,7.35,7.7,0.52,5.19,7.53,61394,33660,1.82,69,535,--  ,88.28,--  ,--  ,3.39,-2.24,2330,41,0.0012,-6,-8.92,-13.73,-30,-6.25,4.75,         14.71亿,33.2,--  ,0.63,EXPMA死叉,7,6,2,-1.17,0.65,-4.55,-2.21,-3.42,-5.16,0,-2.34,20220905,6.03,2.64,--  ,29.99,15.21,-0.45,50.76,20.46,6.16,0.2,14.22,0.86,1.37,3.63,2.29,2.82,-1.02,0.28,-1.02,-1.02,-0.94,-1.28,2.25,2.01,-2.2,61485,7546,5.55万,-6561.58,-39.13,2.91,22.09,19.33,0,-0.156㈡,2.52,0.6,0.37,0.33,50.73,  -6.19㈡,-23.23,-44.29,-44.39,0.17,392,37,--  ,--  ,--  
000038,*ST大通,-4.97,-0.22,4.4,14.49,115.46,综合类,综合类-综合类,         23.00亿,19940808,-0.23,4.4,         11.03亿,供应链管理,4.41,67899,3044.43,--  ,2.71,深圳,0.07,508,4.57,4.62,4.4,4.63,1.33,4.75,4.48,41037,26862,1.53,1313,156,--  ,50.41,--  ,--  ,2.51,-2.66,928,73,0.0029,-3,-8.72,-12.17,21.21,-48.78,4.03,          7.41亿,32.21,--  ,0.5,-- -- ,10,2,13,-1.3,-0.22,-4.97,-3.24,-3.72,-4.76,0,-1.73,20220914,5.23,--  ,--  ,27.63,23.2,-0.11,16.44,6.56,0.14,0.33,3.76,1.28,1.31,43.49,9.75,8.59,0.82,0,0.87,0.71,0.79,0.73,-26.16,-1.27,-1.18,19529,8621,3.79万,187.33,-29.06,0.99,-18.15,2.36,0,0.152㈡,4.44,8.32,-5,-0.24,83.96,   3.42㈡,11.96,8.37,7.23,0.02,394,38,--  ,--  ,--  
000039,中集集团,-3.64,-0.39,7.41,7.87,20.6,运输设备,装备制造-运输设备,        170.63亿,19940408,-0.28,7.41,        170.53亿,集装箱制造,7.42,133225,10020.72,6.22,0.58,深圳,0,4158,7.64,7.65,7.41,7.69,1.23,3.12,7.52,84982,48243,1.76,2113,8,--  ,14.48,--  ,--  ,23.01,-1.34,2988,45,0.0002,-4,-6.08,-12.72,-13.54,-32.51,0.75,        131.63亿,77.15,8.45,0.83,空头排列,4,7,13,-0.65,-0.52,-3.64,-2.21,-3.01,-3.14,0,-1.43,20220830,53.93,--  ,30.9,1583.51,473.27,133.52,61.68,912.2,348.06,44.25,708.04,203.8,270.24,59.24,721.26,611.99,44.54,1.7,44.98,32.34,25.39,26.98,316.62,36.35,53.33,106314,16709,12.38万,-40.93,-1.45,0.84,10.99,0.55,5.98,0.471㈡,8.78,1.1,5.87,0.67,29.89,   5.36㈡,15.15,6.17,4.48,10.44,51746,39,--  ,--  ,--  
000040,东旭蓝天,-2.93,-0.24,3.98,--  ,16.86,新型电力,能源-电力,         59.18亿,19940808,-0.12,3.97,         42.20亿,新能源收入,3.98,523401,21250.16,--  ,4.94,深圳,0.02,9211,4.1,4.15,3.98,4.1,0.73,4.15,4.06,276976,246425,1.12,2165,1672,--  ,84.99,--  ,--  ,10.6,-0.62,3458,151,0.0014,-6,-7.65,-24.05,27.56,1.79,5.79,         35.96亿,60.77,--  ,0.79,KDJ死叉,10,8,8,0,1.22,-2.93,-0.98,-2.93,-4.1,0,-1.95,20220909,14.87,--  ,--  ,263.26,114.11,-0.04,56.67,131.61,53,1,107.43,1.03,38.83,106.76,17.25,14.31,-1.56,0,-1.68,-1.75,-1.75,-1.69,-9.73,2.22,-0.31,125089,7224,2.87万,11.06,0.7,0.52,26.69,3.43,0,-0.118㈡,7.67,7.18,-0.65,0.15,43.35,  -1.53㈡,17.04,-9.02,-10.17,0.14,425,40,--  ,--  ,--  
000042,中洲控股,-9.99,0,10.99,14.14,17.88,全国地产,建筑地产-房地产,         73.06亿,19940921,-1.22,--  ,         72.97亿,房地产,10.99,393344,44165.48,39.42,5.92,深圳,0.65,492,11.63,11.75,10.99,12.21,0.73,6.22,11.23,220256,173088,1.27,0,31613,--  ,1510.97,0.08,3474.27,6.64,-7.69,2884,136,0.0021,-1,-1.44,25.6,20.77,36.86,19.81,         21.82亿,29.86,43.46,0.49,多头排列,6,6,8,-4.75,-3.77,-9.99,-8.03,-5.5,-6.47,0,-1.97,20220913,6.65,--  ,--  ,386.43,82.83,1.8,78.1,330.84,10.22,0.02,159.79,268.65,2.47,24.48,46.75,29.54,5.78,-0.02,5.81,2.56,2.58,2.35,46.28,-6.1,-7.88,18043,11002,12.09万,-6.9,18.17,0.88,-11.97,1.56,0.26,0.389㈡,12.46,3.68,6.96,-0.92,21.44,   3.12㈡,36.82,12.37,5.48,0.05,2609,42,--  ,--  ,--  
000045,深纺织Ａ,-1.61,-0.57,8.55,51.03,40.28,元器件,信息产业-元器件,         43.31亿,19940815,-0.14,8.55,         39.08亿,偏光片,8.57,173469,15032.66,71.97,3.8,深圳,0.04,2897,8.65,8.85,8.44,8.69,0.59,4.72,8.67,95783,77686,1.23,1257,25,--  ,77.42,--  ,--  ,4.57,0.69,2686,65,0.0014,-2,-3.94,-11.3,7.41,-9.52,7.78,         19.06亿,44.02,163.07,1.21,-- -- ,10,8,6,-0.46,1.84,-2.88,-0.23,-1.16,-3.39,1.3,-1.38,20220829,5.07,0.49,--  ,56.91,28.34,11.75,29.56,27.13,23.75,0.47,7.4,7.81,7.04,19.62,14.45,12.43,0.69,0.11,0.7,0.7,0.42,0.35,1.48,0.79,0.46,26670,10213,8.73万,-44.61,31.19,1.53,54.52,3,0.58,0.084㈡,5.59,3.87,0.29,0.16,49.8,   1.50㈡,13.99,4.77,4.85,0.35,1631,45,--  ,--  ,--  
000046,泛海控股,-4.48,0,1.28,--  ,31.33,多元金融,金融-多元金融,         66.51亿,19940912,-0.06,1.28,         66.48亿,已赚保费,1.29,1054471,13703.34,--  ,2.03,北京,0.01,45800,1.33,1.34,1.28,1.34,1.28,4.48,1.3,577298,477173,1.21,15173,14554,--  ,17.46,--  ,--  ,51.94,-2.17,3690,286,0.0006,-1,-4.48,-10.49,-14.1,-31.91,5.57,         24.23亿,36.42,--  ,0.74,KDJ金叉,5,11,11,-0.75,0,-4.48,-2.99,-3.76,-4.48,0,-1.49,20220907,51.96,--  ,--  ,1080.7,40.96,77.74,89.02,605.65,4.29,2.45,845.59,446.51,8.79,85.69,13.08,7.49,-16.3,5.44,-24.39,-24.12,-20.86,-14.55,-112.95,0.07,-5.37,76084,24875,3.18万,-286.59,-68.28,1.62,1019.68,5.09,0,-0.402㈡,0.79,1.65,-2.17,0,3.79, -50.94㈡,42.76,-124.62,-184.47,--  ,6172,46,--  ,--  ,--  
000048,京基智农,-4.76,-0.11,16.8,--  ,--  ,区域地产,建筑地产-房地产,         87.90亿,19941101,-0.84,16.8,         87.90亿,猪业产品,16.81,50397,8663.32,23.71,0.96,深圳,0.01,1270,17.8,17.85,16.8,17.64,1.48,5.95,17.19,31443,18954,1.66,150,1,--  ,25.45,--  ,--  ,5.23,-2.46,2429,21,0.0004,-2,-6.82,-12.23,-11.68,4.93,3.55,         23.83亿,27.11,--  ,0.58,空头排列,5,11,1,0.91,1.19,-4.76,-2.55,-5.62,-5.88,0,-2.21,20220825,5.23,--  ,--  ,151.9,16.67,0.25,88.86,85.37,35.71,0.5,123.36,53.95,0.56,0.42,10.95,10.95,-1.6,-0.3,-1.81,-1.76,-1.84,-0.98,8.47,-0.83,-17.17,12972,10936,18.37万,-137.64,-57.45,5.27,-106.45,8.03,7.37,-0.352㈡,3.19,0.08,1.62,-0.16,10.98, -11.05㈡,0.01,-14.58,-16.04,0.18,2293,48,--  ,--  ,--  
000049,德赛电池,-2.62,0.35,46.15,22.54,30.46,电气设备,装备制造-电气设备,        138.58亿,19950320,-1.24,46.12,        138.16亿,智能手机类,46.15,79537,37111.59,17.93,2.66,深圳,0.04,751,46.51,47.87,45.72,47.39,0.78,4.54,46.66,37660,41877,0.9,7,45,--  ,329.29,--  ,--  ,2.99,-0.31,3691,22,0.0007,-6,-12.53,-17.15,13.87,-19.83,4.83,         76.04亿,54.87,17.1,2.2,跌破BOLL下轨,10,8,3,-1.86,1.01,-3.52,-1.54,-0.77,-3.59,0.94,-1.08,20220913,3,--  ,--  ,105.75,35.2,1.49,65.3,75.38,16.4,3.02,54.47,24.3,39.1,1.67,94.78,85.87,3.9,-0.13,3.91,3.07,3.07,2.97,29.41,0.01,1.73,36152,4558,21.03万,14.32,23.34,3.94,27054.95,1.46,1.58,1.020㈡,11.72,0.56,9.79,0,33.29,   8.73㈡,9.4,4.11,3.24,2.62,10565,49,--  ,--  ,--  
000050,深天马Ａ,-2.35,0,8.73,28.99,40.28,元器件,信息产业-元器件,        214.56亿,19950315,-0.21,8.73,        207.41亿,显示屏及显示模组,8.74,69356,6120.3,14.24,0.29,深圳,0,2614,8.93,8.94,8.7,8.94,1.06,2.68,8.82,44818,24538,1.83,359,453,--  ,20.81,--  ,--  ,23.76,-0.05,2299,30,0.0001,-3,-5,-16.86,-11.82,-32.59,0.62,         96.89亿,45.16,15.89,1.01,KDJ死叉,7,2,13,-0.11,0,-2.68,-1.34,-2.24,-2.35,0.34,-1.01,20220907,24.58,--  ,--  ,799.36,302.75,--  ,62.13,213.76,241.69,20.54,183.06,47.11,50.78,262.35,157.38,134.59,3.16,-0.13,3.38,3.7,3.7,-2.37,15.07,22.05,47.3,91031,12192,10.64万,-30.19,-6.69,0.71,9.73,1.36,0.78,0.151㈡,12.32,10.67,0.61,0.9,37.87,   1.22㈡,14.48,2.01,2.35,14.8,26797,50,--  ,--  ,--  
000055,方大集团,-8.96,-0.37,5.18,24.68,--  ,装修装饰,建筑地产-建筑,         55.63亿,19960415,-0.51,5.17,         35.01亿,幕墙系统及材料,5.18,644422,34120.04,27.5,9.53,深圳,0.06,11278,5.56,5.62,5.12,5.69,0.63,8.79,5.29,399816,244606,1.63,457,63,--  ,195.21,--  ,--  ,6.76,-6.66,3413,189,0.0028,-3,-12.21,-4.6,18.27,5.28,11.92,         28.01亿,50.35,27.36,1.14,KDJ死叉,6,6,2,-2.28,-1.23,-10.02,-7.03,-6.83,-7.83,1.17,-1.93,20220830,10.74,3.94,--  ,124.12,55.83,0.69,54.47,51.35,6.82,0.74,41.79,7.19,5.56,0.11,16.13,12.6,1.3,0.05,1.27,1.14,1.13,1.05,43.83,-3.07,-3.02,57836,16164,8.37万,1.07,2.82,1,-18.14,3.45,0.88,0.100㈡,5.2,0.01,4.08,-0.29,44.98,   2.02㈡,21.92,8.03,7.09,0.73,2959,55,--  ,--  ,--  
000056,皇庭国际,-8.03,-0.4,4.81,--  ,--  ,房产服务,建筑地产-房地产,         56.49亿,19960708,-0.42,4.8,         43.47亿,商业运营服务,4.81,392682,19900.18,--  ,4.35,深圳,0.07,5388,5.12,5.31,4.81,5.23,0.98,9.56,5.07,243754,148928,1.64,1348,451,--  ,153.91,--  ,--  ,9.04,-5.73,3504,112,0.0012,-1,-9.07,-11.9,0.62,-15.91,9.2,         20.53亿,36.34,--  ,0.84,EXPMA金叉,1,11,8,-2.1,1.53,-8.03,-3.06,-6.05,-9.42,0,-4.97,20220829,11.75,2.42,--  ,109.84,31.93,-0.57,71.45,13.34,0.38,0.21,55.48,0.36,2.73,17.3,3.41,0.97,-2.45,0.05,-2.38,-2.48,-2.49,-2.58,4.73,1.97,0.27,29651,22562,10.85万,-978.46,-7.62,1.77,28.63,16.59,0,-0.220㈡,2.72,1.47,0.4,0.17,29.07,  -7.80㈡,71.43,-71.82,-72.83,--  ,837,56,--  ,--  ,--  
000058,深 赛 格,-2.4,-0.17,5.7,--  ,12.98,商品城,商贸-商业连锁,         70.18亿,19961226,-0.14,5.7,         56.13亿,电子市场及物业租赁和管理,5.71,66361,3828.8,155.02,0.67,深圳,0,1668,5.81,5.85,5.7,5.84,0.71,2.57,5.77,42889,23472,1.83,1123,293,--  ,7.67,--  ,--  ,9.85,-0.09,1894,35,0.0004,-2,-4.52,-14.16,-5.32,-15.18,2.3,         16.45亿,23.43,--  ,0.82,阶段缩量,10,14,3,-0.51,0.17,-2.4,-1.2,-1.89,-2.56,0,-1.2,20220909,12.31,2.46,--  ,55.08,19.04,5.7,55.08,35.48,2.69,0.24,22.34,17.31,2.79,1.77,8.42,7.4,0.04,-0.01,0.04,-0.18,-0.24,-0.28,3.21,-0.35,-2.23,70696,7567,4.31万,-149.75,-11.76,3.69,-198.66,8.34,0.17,-0.020㈡,1.55,0.14,0.26,-0.03,34.57,  -1.25㈡,12.04,0.52,-2.19,0.04,11590,58,--  ,--  ,--  
000059,华锦股份,-3.4,-0.12,7.68,12.26,7.21,石油加工,能源-石油,        122.84亿,19970130,-0.27,7.67,        122.84亿,原油加工及石油制品,7.69,413080,32229.63,14.23,2.58,辽宁,0.01,4817,7.93,8.12,7.61,7.95,0.71,6.42,7.8,209654,203426,1.03,242,608,--  ,67.17,--  ,--  ,15.99,-1.09,3609,114,0.0007,-2,-8.46,8.17,27.15,8.79,4.88,         65.06亿,52.96,17.54,0.83,KDJ死叉,8,6,1,-0.25,2.14,-4.28,-1.89,-3.15,-5.42,0.92,-1.51,20220825,15.99,--  ,--  ,304.63,144.28,6.16,50.61,158.09,119.85,11.91,85.85,67.89,2.08,64.82,241.58,188.28,6.64,0.02,6.84,5.13,5.01,4.81,56.98,-21.54,-41.92,54150,15644,12.01万,-25.22,29.42,0.85,-5.7,0.51,2.74,0.313㈡,9.02,4.05,3.56,-1.35,47.36,   3.47㈡,22.06,2.75,2.12,0.55,8056,59,--  ,--  ,--  
000060,中金岭南,-3.82,0,4.28,9.42,22.83,铅锌,材料-有色,        159.97亿,19970123,-0.17,4.28,        159.96亿,有色金属贸易业务,4.29,608943,26551.96,14.19,1.63,深圳,0,7581,4.45,4.45,4.28,4.45,1.28,3.82,4.36,381061,227882,1.67,2968,467,--  ,39.03,--  ,--  ,37.37,-1.52,3611,169,0.0005,-3,-7.96,-4.03,-4.46,-11.21,2.53,        102.86亿,64.3,12.25,1.07,KDJ死叉,14,5,9,0,0,-3.82,-2.02,-3.82,-3.82,0,-1.8,20220913,37.38,--  ,--  ,301.5,142.9,5.27,50.86,105.87,80.7,44.85,83.63,27.72,7.42,22.79,358.17,341.66,9.9,0.26,9.85,8.6,8.49,8.22,70.7,4.91,17.58,156035,15402,6.59万,28.1,78.05,1.16,32.6,0.45,2.13,0.230㈡,3.69,0.61,1.89,0.13,47.4,   5.94㈡,4.61,2.76,2.4,1.53,9664,60,--  ,--  ,--  
000061,农 产 品,-3.63,-0.17,5.58,34.8,--  ,农业综合,日常消费-农林牧渔,         94.69亿,19970110,-0.21,5.57,         94.69亿,农产品批发市场经营,5.58,93096,5274.14,26.26,0.55,深圳,0.01,1567,5.75,5.79,5.57,5.79,1.5,3.8,5.67,67590,25506,2.65,386,1906,--  ,22.71,--  ,--  ,16.97,-1.32,2146,43,0.0003,-3,-5.75,-3.63,-9.71,-11.71,1.52,         34.12亿,36.03,33.64,0.6,平台整理,11,13,1,-0.69,0,-3.8,-2.07,-2.96,-3.63,0.18,-1.55,20220907,16.97,--  ,--  ,207.68,56.79,18.38,63.81,39.41,19.78,15.32,79.84,9.25,1.85,27.83,18.76,12.54,3.15,0.48,3.17,1.93,1.36,1.09,8.61,4.78,0.82,60497,10106,5.64万,-37.63,-8.9,1.67,19.81,5.05,1.21,0.080㈡,3.35,1.64,0.51,0.28,27.34,   2.40㈡,33.14,16.81,10.31,0.05,4807,61,--  ,--  ,--  
000062,深圳华强,3.96,-0.14,13.66,13.68,17.71,批发业,商贸-商业连锁,        142.87亿,19970130,0.52,13.65,        142.69亿,电子元器件授权分销分部,13.66,157769,21403.99,15.56,1.51,深圳,0.01,4318,13.17,13.96,12.98,13.14,1.47,7.46,13.57,64629,93140,0.69,72,195,--  ,59.4,--  ,--  ,10.45,6.26,3169,50,0.0005,1,0.08,6.47,11.15,-19.32,5.18,         41.60亿,29.11,14.14,1.13,MACD死叉,8,6,11,0.23,6.24,-1.22,3.27,3.72,-2.15,5.24,0.68,20220826,10.46,--  ,--  ,168.68,64.91,7.15,57.28,124.22,2.3,1.68,77.4,31.66,52.57,6.55,132.26,118.44,7.23,0.72,7.25,5.97,5.22,5.35,43.71,8.71,6.78,30386,10021,13.69万,20.41,32.43,2.2,16.41,1.08,2.28,0.499㈡,6.21,0.63,4.18,0.83,38.48,   8.04㈡,10.45,5.47,4.52,0.89,2246,62,--  ,--  ,--  
000063,中兴通讯,-0.45,-0.31,24.56,12.74,28.39,通信设备,信息产业-通信设备,        977.64亿,19971118,-0.11,24.56,        956.50亿,通讯设备类制造行业,24.57,466663,115952.03,17.15,1.2,深圳,0,8845,24.64,25.22,24.56,24.67,1.56,2.68,24.85,226702,239961,0.94,495,12,--  ,113.34,--  ,--  ,38.95,1.86,4574,102,0.0003,-2,-1.83,-0.57,-2.39,-26.02,1.62,        709.51亿,72.57,16.01,0.79,平台整理,2,5,11,-0.12,2.23,-0.45,0.73,-0.32,-2.62,0,-1.18,20220913,47.36,--  ,7.56,1797.25,549.55,17.58,68.44,1384.83,114.57,79.46,846.62,418.48,179.37,256.85,598.18,376.63,52.67,6.71,52.12,45.47,45.66,37.25,237.97,35,47.3,451766,6395,15.71万,11.95,12.71,2.12,33.24,1.94,1.22,0.960㈡,11.6,5.42,5.02,0.74,30.58,   8.31㈡,37.04,8.81,7.6,101.51,72584,63,--  ,--  ,--  
000065,北方国际,-1.6,0.41,9.84,12.67,7.91,建筑工程,建筑地产-建筑,         98.57亿,19980605,-0.16,9.84,         89.08亿,货物贸易,9.85,258582,26011.33,16.06,2.86,北京,0.03,4111,10.1,10.36,9.8,10,0.61,5.6,10.06,126986,131596,0.96,96,134,--  ,118.27,--  ,--  ,9.05,0.7,3853,67,0.0007,-3,-7.95,4.13,21.94,27.3,6.6,         38.58亿,39.14,13.57,0.6,-- -- ,3,6,8,1,3.6,-2,0.6,-2.57,-5.02,0.41,-2.2,20220819,10.02,--  ,--  ,216.32,76.85,6.86,61.3,137.08,21.66,15.66,85.77,11.15,44.11,18.94,53.93,45.79,4.94,0,4.96,4.44,3.89,4.44,42.97,-6.12,7.45,39182,10006,9.85万,41.83,22.54,1.31,-16.12,1.83,0.62,0.460㈡,7.53,1.89,4.29,-0.61,35.53,   5.06㈡,15.09,9.16,8.23,0.09,1911,65,--  ,--  ,--  
000066,中国长城,2.95,-0.2,9.42,--  ,49.13,IT设备,信息产业-IT设备,        303.87亿,19970626,0.27,9.42,        296.43亿,网络安全与信息化,9.43,595128,56032.2,49.39,1.89,深圳,0,5970,9.13,9.6,9.09,9.15,3.17,5.57,9.42,232020,363108,0.64,312,1933,--  ,13.6,--  ,--  ,31.47,5.25,4291,139,0.0004,1,2.51,-7.19,-9.07,-33.24,3.11,        180.09亿,59.27,77.06,1.07,空头排列,7,7,9,-0.22,4.92,-0.66,2.95,3.18,-1.88,3.63,0,20220907,32.26,--  ,--  ,346.47,135.02,10.85,57.9,214.96,42.74,6.38,143.16,81.83,51.07,47.1,64.01,50.44,-2.46,0.09,-2.49,-2.57,-2.98,-3.24,46.38,-18.57,8.22,183548,10416,9.81万,-258.38,-10.95,2.25,-16.36,4.75,0.52,-0.090㈡,4.19,1.46,1.44,-0.58,38.97,  -2.20㈡,21.2,-3.85,-4.01,6.23,16838,66,--  ,--  ,--  
000068,华控赛格,-1.93,-0.27,3.56,--  ,28.19,环境保护,公用事业-环境保护,         35.84亿,19970611,-0.07,3.55,         35.84亿,建筑材料,3.56,127713,4620.94,--  ,1.27,深圳,0.01,5521,3.62,3.7,3.55,3.63,0.81,4.13,3.62,70025,57688,1.21,1977,337,--  ,23.53,--  ,--  ,10.07,0.37,1442,89,0.0009,-3,-5.82,-2.73,-12.53,2.89,2.32,         19.62亿,54.76,--  ,0.71,MACD死叉,3,10,10,-0.28,1.93,-2.2,-0.28,-1.66,-3.78,0.28,-1.65,20220914,10.07,--  ,--  ,41.53,2.37,3.97,84.74,11.62,1.93,0.94,22.15,0.91,4.57,11.93,4.98,4.45,-0.22,-0.01,-0.23,-0.24,-0.26,-0.25,-21.2,0.58,-0.26,40099,13747,4.89万,41.71,172.97,15.12,61.49,7.19,0,-0.026㈡,0.24,1.19,-2.11,0.06,5.71, -11.05㈡,10.73,-4.39,-4.88,0.09,672,68,--  ,--  ,--  
000069,华侨城Ａ,-4.28,-0.38,5.15,200.27,--  ,旅游景点,社会服务-旅游,        422.39亿,19970910,-0.23,5.15,        363.40亿,旅游综合业务,5.16,596898,31405.18,11.61,0.85,深圳,0,13159,5.38,5.41,5.15,5.38,1.12,4.83,5.26,314869,282029,1.12,6637,737,--  ,85.33,--  ,--  ,70.56,-1.97,3832,156,0.0002,-1,-3.74,-4.63,-9.01,-25.79,1.63,        188.17亿,44.55,19.02,0.68,平台整理,5,14,13,0,0.56,-4.28,-2.23,-4.28,-4.81,0,-2.04,20220907,82.02,--  ,--  ,4733.73,801.73,416.88,74.26,3726.11,217.8,118.58,2320.29,2556.55,11.04,50.88,163.96,123.46,10.21,1.38,10.65,7.5,1.05,-2.11,613.22,-62.02,-174.56,125515,29110,14.99万,-93.34,-28.76,0.55,-6.81,2.58,1.82,0.010㈡,9.4,0.62,7.48,-0.76,16.94,   0.13㈡,24.7,6.23,4.58,--  ,24526,69,--  ,--  ,--  
000070,特发信息,-1.81,-0.32,5.96,27.19,28.39,通信设备,信息产业-通信设备,         50.34亿,20000511,-0.11,5.95,         49.64亿,线缆销售,5.96,86809,5256.59,--  ,1.04,深圳,0.02,2372,6.13,6.14,5.96,6.07,0.89,2.97,6.06,52229,34580,1.51,859,1979,--  ,75.95,--  ,--  ,8.33,0.49,2470,35,0.0004,-7,-8.44,-15.94,-2.93,-8.31,1.7,         30.35亿,60.3,--  ,0.86,EXPMA死叉,1,10,11,0.99,1.15,-1.81,-0.16,-2.77,-2.93,0,-1.65,20220830,8.45,--  ,--  ,86.71,18.93,5.51,71.82,57.64,5.57,1.92,37.36,12.98,23.18,11.12,18.87,16.11,1.28,1.25,1.29,1.1,0.93,-0.15,-0.85,-3.73,-3.96,62300,8175,4.87万,639.71,-17.81,2.76,-13.51,2.67,0,0.110㈡,2.16,1.32,-0.1,-0.44,21.83,   4.89㈡,14.61,6.77,5.81,1.03,2773,70,--  ,--  ,--  
000078,海王生物,-3.87,-0.61,3.23,39.06,14.9,医药商业,商贸-商业连锁,         88.85亿,19981218,-0.13,3.23,         84.66亿,采购商品,3.24,200261,6571.25,99.07,0.76,深圳,0.01,5105,3.36,3.37,3.23,3.36,1.78,4.17,3.28,134781,65480,2.06,7604,4897,--  ,24.29,--  ,--  ,26.21,-1.57,2689,74,0.0003,-2,-4.99,-5.55,-14.78,-8.5,1.43,         45.37亿,51.07,138.32,0.41,MACD死叉,5,5,10,0,0.3,-3.87,-2.38,-3.87,-4.15,0,-1.49,20220825,27.51,--  ,--  ,366.3,59.26,14.82,79.78,307.57,11.41,4.27,286.27,33.66,187.28,23.1,181.21,160.96,2.63,0.14,2.57,1.8,1.14,0.98,10.99,7.85,-3.17,155386,9040,2.92万,-18.88,-10.46,1.5,11.32,0.49,0,0.040㈡,2.15,0.84,0.4,0.29,16.18,   1.92㈡,11.18,1.45,0.99,0.26,9657,78,--  ,--  ,--  
000088,盐 田 港,-3.04,-0.19,5.1,24.41,9.42,港口,交通运输-交通设施,        114.71亿,19970728,-0.16,5.1,        114.71亿,港口货物装卸运输,5.11,98926,5102.57,25.64,0.44,深圳,0.03,1113,5.3,5.3,5.09,5.26,1.08,3.99,5.16,55254,43672,1.27,1501,330,--  ,112.68,--  ,--  ,22.49,-0.74,2281,43,0.0002,-2,-3.23,0.2,0.2,-3.23,1.35,         37.39亿,32.59,25.3,0.55,平台整理,6,12,11,0.76,0.76,-3.23,-1.9,-3.77,-3.77,0.2,-1.14,20220818,22.49,--  ,--  ,148.72,92.88,13.49,28.47,18.08,38.71,2.34,8.45,0.09,0.39,16.94,3.74,2.35,2.76,2.09,2.77,2.53,2.35,2.31,43.25,2.7,-1.16,68027,10777,5.50万,2.72,20.98,1.23,42.41,30.68,0.57,0.104㈡,4.13,0.75,1.92,0.12,62.46,   2.53㈡,37.2,73.76,67.57,0.01,847,88,--  ,--  ,--  
