代码,名称,涨幅%,涨速%,现价,市盈(动),行业PE,细分行业,所属行业,AB股总市值,涨跌,买价,流通市值,主营构成,卖价,总量,总金额,市盈(静),换手%,地区,开盘换手Z,现量,今开,最高,最低,昨收,量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,开盘金额,封成比,封单额,流通股(亿),强弱度%,活跃度,笔均量,笔换手,连涨天,3日涨幅%,20日涨幅%,60日涨幅%,年初至今%,换手Z,流通市值Z,流通比例Z%,市盈(TTM),贝塔系数,近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,财务更新,上市日期,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),存货(亿),应收账款(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,股息率%,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,净益率%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,交易代码,自选日,自选价,自选收益%
002735,王子新材,0.5,0.05,19.96,44.08,29.81,塑料,材料-化工,         42.57亿,0.1,19.96,         26.39亿,包装类,19.97,15503,3084.33,50.42,1.17,深圳,0,489,19.86,20.21,19.6,19.86,0.64,3.07,19.89,8010,7493,1.07,136,10,--  ,4.97,--  ,--  ,1.32,0.59,1464,11,0.0008,1,-5.18,-19.65,-15.35,-1.38,1.56,         19.87亿,46.67,42.58,0.13,-- -- ,1,9,1,0,1.76,-1.31,0.15,0.5,-1.24,1.84,0.35,20220829,20141203,2.13,--  ,--  ,20.72,9.25,2.91,41.32,11.4,3.47,1.74,7.14,2.57,5.9,2.61,8.29,7.17,0.06,-0.01,0.46,0.46,0.48,0.05,5.34,0.4,-0.45,8746,11382,22.72万,47.55,7.53,4.6,107.51,5.14,0,0.230㈡,4.34,1.22,2.51,0.19,44.63,   5.22㈡,13.5,0.67,5.5,0.15,2228,2735,--  ,--  ,--  
002736,国信证券,-0.33,-0.21,9.19,13.77,19.52,证券,金融-证券,        883.38亿,-0.03,9.19,        811.21亿,经纪及财富管理,9.2,86498,7959.54,8.73,0.1,深圳,0,1836,9.26,9.27,9.15,9.22,0.79,1.3,9.2,44428,42070,1.06,429,13,--  ,30.28,--  ,--  ,88.27,-0.24,2360,37,0,-2,0,1.55,1.1,-16.3,0.33,        243.82亿,27.6,10.35,0.53,KDJ死叉,1,5,9,0.43,0.54,-0.76,-0.22,-0.76,-0.86,0.44,-0.11,20220827,20141229,96.12,--  ,--  ,3989.56,992.47,--  ,75.12,0,26.17,6.87,0,0,0,201.56,83.06,46.53,36.52,36.46,36.7,32.04,32.07,31.83,248.14,-154.38,4.26,114250,23222,21.34万,-33.05,-19.52,1.19,-5.72,10.64,5.44,0.290㈡,7.72,2.1,2.58,-1.61,24.88,   3.23㈡,43.98,43.98,38.57,--  ,12003,2736,--  ,--  ,--  
002737,葵花药业,2.66,0.11,18.11,13.18,28.42,中成药,可选消费-医药,        105.76亿,0.47,18.11,        105.76亿,中药,18.12,85185,15368.12,15.01,1.46,黑龙江,0.01,730,17.65,18.31,17.56,17.64,1.21,4.25,18.04,40039,45146,0.89,79,176,--  ,70.25,--  ,--  ,5.84,2.75,3073,28,0.0005,2,3.31,-1.04,19.93,14.91,3.2,         48.18亿,45.56,13.24,0.31,-- -- ,12,8,12,0.06,3.8,-0.45,2.27,2.61,-1.09,3.13,0.4,20220810,20141230,5.84,--  ,--  ,56.31,37.09,2.16,30.28,33.69,14.97,3.84,13.08,7.32,1.43,9.02,22.49,9.21,5.35,0.15,5.31,4.26,4.01,3.58,19.51,4.92,-2.12,48465,5490,9.94万,30.56,7.01,2.85,21.48,4.7,3.85,0.700㈡,6.35,1.55,3.34,0.84,65.88,  10.82㈡,59.03,23.77,18.92,0.47,5636,2737,--  ,--  ,--  
002738,中矿资源,-4.08,-0.07,89.89,15.56,15.3,小金属,材料-有色,        411.62亿,-3.82,89.88,        380.17亿,锂电新能源原料开发与利用业务,89.89,203070,183968.76,73.74,4.8,北京,0.02,1635,93.97,94.38,88.68,93.71,0.74,6.08,90.59,116783,86287,1.35,137,243,--  ,514.96,--  ,--  ,4.23,-3.99,4445,46,0.0011,-3,-10.9,-0.59,6.77,79.1,5.8,        314.73亿,76.46,24.1,1.36,MACD死叉,4,10,10,0.28,0.71,-5.37,-3.33,-4.34,-4.76,1.36,-0.75,20220824,20141230,4.58,--  ,--  ,90.98,54.47,0,40.12,43.99,8.85,17.37,18.77,10.82,4.62,25.98,34.12,16.87,15.56,0.78,15.59,13.22,13.23,12.74,25.83,7.74,4.97,56458,6202,55.75万,663.85,290.23,7.58,53.17,12.07,0.08,2.900㈡,11.86,5.67,5.64,1.69,59.88,  24.28㈡,50.56,45.6,38.76,1.03,1089,2738,--  ,--  ,--  
002739,万达电影,0,0,11.1,--  ,92.14,影视音像,社会服务-传媒娱乐,        247.61亿,0,11.1,        238.76亿,观影收入,11.11,179643,19957.18,232.86,0.84,北京,0.01,878,11.09,11.2,11.02,11.1,0.98,1.62,11.11,102598,77045,1.33,1246,2205,--  ,78.85,--  ,--  ,21.51,0.09,3270,55,0.0003,0,-2.81,-3.23,-11.9,-28.29,1.6,        124.66亿,50.34,--  ,0.96,-- -- ,9,14,13,-0.09,0.9,-0.72,0.09,0.09,-0.89,0.73,-0.09,20220829,20150122,22.31,--  ,--  ,288.24,83.6,1.46,70.49,97.75,23.3,8.35,102.01,21.33,14.38,108.39,49.38,41.01,-5.83,0.01,-5.82,-5.83,-5.81,-6.53,-50.96,11.09,6.27,128022,8772,9.74万,-190.98,-29.79,2.96,22.33,5.01,0,-0.261㈡,3.75,4.86,-2.28,0.5,29,  -6.95㈡,16.96,-11.81,-11.81,0.13,13431,2739,--  ,--  ,--  
002740,ST爱迪尔,-0.87,0,3.41,--  ,22.98,服饰,日常消费-纺织服饰,         15.48亿,-0.03,3.41,         10.80亿,镶嵌饰品,3.42,61103,2095.75,--  ,1.93,福建,0.01,857,3.42,3.49,3.39,3.44,0.81,2.91,3.43,40000,21103,1.9,574,1132,--  ,4.92,--  ,--  ,3.17,-0.79,441,139,0.0044,-1,0.88,6.9,1.19,-25.22,3.55,          5.88亿,37.95,--  ,0.36,-- -- ,14,2,11,-0.58,1.45,-1.45,-0.29,-0.29,-2.29,0.59,-0.58,20220824,20150122,4.54,--  ,--  ,21.14,0.49,-0.05,97.92,19.09,0.23,0.73,18.63,12.79,5.41,17.93,1.61,1.44,-0.95,0,-0.96,-0.89,-0.89,-0.89,-22.56,0.01,-0.01,21881,7875,2.69万,-2543.64,-63.26,31.4,1186.56,9.63,0,-0.195㈡,0.11,3.95,-4.97,0,2.33,-179.56㈡,10.43,-59.24,-55.07,--  ,405,2740,--  ,--  ,--  
002741,光华科技,0.55,0.15,20.03,47.73,17.23,化工原料,材料-化工,         78.79亿,0.11,20.03,         67.72亿,PCB化学品,20.04,44634,8945.72,126.48,1.32,广东,0,78,19.73,20.33,19.73,19.92,0.83,3.01,20.04,22026,22608,0.97,33,4,--  ,2.17,--  ,--  ,3.38,0.64,2495,18,0.0005,1,-6.45,-7.95,17.2,-4.39,2.13,         41.92亿,53.21,68.64,0.74,-- -- ,12,8,2,-0.95,2.06,-0.95,0.6,1.52,-1.48,1.52,-0.05,20220826,20150216,3.93,--  ,--  ,34.23,16.61,0.03,51.38,21.14,9.71,0.42,16.08,6.5,7.7,5.98,17.65,14.56,0.91,0,0.9,0.82,0.83,0.79,6,-0.54,0.59,24977,8380,16.79万,174.66,52,4.74,-145.28,4.46,0.15,0.210㈡,4.22,1.52,1.52,-0.14,48.53,   4.97㈡,17.53,5.15,4.63,0.72,1289,2741,--  ,--  ,--  
002742,三圣股份,1.96,0.17,5.73,--  ,44.1,其他建材,材料-建材,         24.75亿,0.11,5.72,         23.63亿,药品及中间体,5.73,25195,1430.85,--  ,0.61,重庆,0.01,72,5.67,5.73,5.58,5.62,0.7,2.67,5.68,11299,13896,0.81,12,366,--  ,6.35,--  ,--  ,4.12,2.04,1245,20,0.0005,1,-1.88,-6.83,-8.47,-22.36,1.23,         11.73亿,47.4,--  ,0.5,KDJ金叉,7,7,2,0.89,1.96,-0.71,1.07,1.06,0,2.69,0.89,20220826,20150217,4.32,--  ,--  ,41.11,10.81,1.81,69.29,17.6,10.02,4.78,26.49,3.2,11.03,2.55,9.63,7.87,-0.04,0,-0.25,-0.24,-0.41,-0.36,5.28,0.61,0.28,15274,13405,7.68万,-154.51,-21.1,2.29,40.61,2.57,0,-0.094㈡,2.5,0.59,1.22,0.14,26.3,  -3.77㈡,18.3,-0.42,-2.5,0.09,2926,2742,--  ,--  ,--  
002743,富煌钢构,0.68,0,5.95,31.68,18.72,钢加工,材料-钢铁,         25.90亿,0.04,5.94,         25.85亿,建造工程,5.95,31466,1869.66,15.59,0.72,安徽,0,793,5.91,5.97,5.87,5.91,0.53,1.69,5.94,16605,14861,1.12,605,289,--  ,5.08,--  ,--  ,4.34,0.76,982,32,0.0007,1,-3.41,-2.94,4.2,-15.96,1.17,         15.95亿,61.59,18.46,0.78,EXPMA死叉,10,3,9,0,1.02,-0.68,0.51,0.68,-0.34,1.36,0.17,20220826,20150217,4.35,--  ,--  ,103,30.6,0.53,69.78,84.05,14.65,1.72,66.93,4.14,27.31,17.44,23.81,21.09,0.5,0,0.5,0.43,0.41,0.35,7.84,2.11,1.2,24944,10747,6.39万,-38.74,-0.07,0.85,12.27,1.09,1.29,0.090㈡,7.03,4.01,1.8,0.48,29.7,   1.34㈡,11.43,2.1,1.8,0.73,2238,2743,--  ,--  ,--  
002745,木林森,6.67,0.09,10.87,39.93,32.22,电气设备,装备制造-电气设备,        161.33亿,0.68,10.87,        104.62亿,终端产品-朗德万斯系品牌,10.88,353887,37980.53,13.92,3.68,广东,0.01,4119,10.25,11.13,10.07,10.19,1.42,10.4,10.73,144826,209061,0.69,229,740,--  ,58.73,--  ,--  ,9.62,6.76,3909,91,0.0009,2,1.97,7.84,17.39,-27.48,4.47,         86.07亿,53.35,22.56,1.31,-- -- ,2,2,11,0.59,9.22,-1.18,5.3,6.05,-2.34,7.94,1.37,20220826,20150217,14.84,--  ,--  ,267.25,133.84,0.63,49.68,154.81,54.2,7.41,116.27,47.09,39.96,79.61,81.09,58.08,2.63,0.45,2.63,2,2.02,1.89,38.08,-4.37,-16.94,64268,12320,13.39万,-68.73,-11.16,1.21,-36.89,1.99,1.27,0.140㈡,9.02,5.36,2.57,-0.29,50.08,   1.51㈡,28.37,3.24,2.46,2.28,21348,2745,--  ,--  ,--  
002746,仙坛股份,2.04,0,9.99,255.29,34.04,食品,日常消费-食品饮料,         85.97亿,0.2,9.99,         70.90亿,鸡肉产品,10,116588,11558.07,104.65,1.64,山东,0.01,701,9.89,10.03,9.72,9.79,0.67,3.17,9.91,46536,70052,0.66,143,1309,--  ,33.43,--  ,--  ,7.1,2.13,2577,45,0.0006,1,-1.19,10.39,13.65,-3.85,2.45,         47.53亿,55.29,--  ,0.7,多头排列,2,5,8,1.02,2.45,-0.72,1.23,1.01,-0.4,2.78,0.82,20220823,20150216,8.61,--  ,--  ,58.47,43.34,1.34,23.58,39.24,14.25,1.3,11.82,7.74,0.73,15.39,20.23,20.18,-0.14,0.48,-0.14,0.06,0.17,-0.34,17.26,-1.04,-0.57,24026,19803,19.78万,-86.19,39.94,1.98,-82.42,4.25,1,0.020㈡,5.04,1.79,2.01,-0.12,74.13,   0.39㈡,0.23,-0.68,0.29,0.04,6511,2746,--  ,--  ,--  
002747,埃斯顿,1.51,0.05,18.77,106.92,45.55,机械基件,装备制造-通用机械,        163.16亿,0.28,18.76,        147.20亿,工业机器人及智能制造系统,18.77,131831,24699.52,133.71,1.68,江苏,0.01,2175,18.67,18.95,18.48,18.49,0.72,2.54,18.74,65142,66689,0.98,570,143,--  ,60.3,--  ,--  ,7.84,1.6,3472,38,0.0005,1,-7.9,-24.22,5.75,-27.58,2.63,         94.20亿,57.73,120.47,1.09,-- -- ,4,10,1,0.97,2.49,-0.05,1.35,0.54,-0.95,1.57,0.16,20220831,20150320,8.69,--  ,--  ,75.65,26.26,2.94,61.4,40.69,7.44,5.2,28.71,9.78,8.89,12.74,16.55,11.07,0.77,0.11,0.89,0.83,0.76,0.35,5.46,-1.04,1.76,68089,7371,13.83万,21.32,6,6.21,-156.73,9.86,0.16,0.090㈡,3.02,1.47,0.63,-0.12,34.71,   2.91㈡,33.14,4.64,5.03,1.57,2891,2747,--  ,--  ,--  
002748,世龙实业,-0.31,0,13.02,14.3,17.23,化工原料,材料-化工,         31.25亿,-0.04,13.02,         31.25亿,AC发泡剂,13.05,34491,4499.9,15.98,1.44,江西,0.01,574,13.06,13.31,12.83,13.06,0.79,3.68,13.05,18596,15895,1.17,110,70,--  ,12.15,--  ,--  ,2.4,-0.22,1878,18,0.0008,-9,-8.63,-8.76,4.58,15.73,3.48,         12.90亿,41.29,11.24,1.52,EXPMA死叉,4,14,10,0,1.91,-1.76,-0.08,-0.31,-2.18,1.48,-0.23,20220902,20150319,2.4,--  ,--  ,19.49,12.76,0.38,32.59,5.7,10.92,0.76,4.17,1.64,0.99,3.31,13.63,11.12,1.52,0,1.49,1.11,1.09,1.09,6.02,0.49,-0.06,13100,7564,9.85万,308.4,66.27,2.45,63.9,2.29,0,0.455㈡,5.32,1.38,2.51,0.2,65.48,   8.56㈡,18.45,11.15,8.14,0.26,1543,2748,--  ,--  ,--  
002749,国光股份,1.09,0.2,10.23,15.86,8.73,农药化肥,材料-化工,         44.55亿,0.11,10.22,         40.84亿,调节剂,10.23,9946,1012.94,21.61,0.25,四川,0,204,10.23,10.26,10.1,10.12,0.29,1.58,10.18,4857,5089,0.95,123,195,--  ,4.6,--  ,--  ,3.99,1.17,706,14,0.0004,2,-0.97,-2.76,7.8,4.6,0.69,         14.71亿,33.03,22.18,0.44,-- -- ,10,2,2,1.09,1.38,-0.2,0.59,0,-0.29,1.29,0.49,20220826,20150320,4.35,--  ,--  ,22.86,14.69,1.52,29.05,14.77,4.35,1.83,3.36,4.32,0.68,0.61,8.75,5.25,1.74,0,1.74,1.48,1.4,1.31,8.02,-0.18,-2.87,12563,11447,11.71万,-3.67,34.16,3.17,-246.27,5.09,2.15,0.330㈡,3.22,0.14,1.84,-0.04,64.29,   9.56㈡,40,19.84,16.85,0.24,1495,2749,--  ,--  ,--  
002750,龙津药业,-0.2,0.4,10.15,--  ,28.42,中成药,可选消费-医药,         40.65亿,-0.02,10.15,         40.41亿,中药冻干粉针剂,10.16,34551,3502.26,1314.11,0.87,云南,0,1011,10.13,10.29,10.06,10.17,0.87,2.26,10.14,21730,12821,1.69,52,35,--  ,5.57,--  ,--  ,3.98,-0.11,1470,24,0.0006,-1,-0.5,-0.2,-15.84,-37.07,2.13,         16.46亿,40.5,--  ,0.42,-- -- ,13,13,1,-0.39,1.18,-1.08,-0.29,0.2,-1.36,0.89,0.1,20220826,20150324,4,--  ,--  ,8.05,6.37,0.37,16.31,5.1,2.07,0.3,0.98,0.42,0.31,0,0.78,0.14,-0.02,0.04,-0.02,-0.04,-0.02,-0.09,1.85,-0.18,0.15,67549,2401,2.44万,-150.62,-80.35,6.38,-224.04,52.04,0,-0.006㈡,1.59,0,0.46,-0.05,79.07,  -0.39㈡,82.52,-2.94,-5.73,0.1,517,2750,--  ,--  ,--  
002751,*ST易尚,0.64,0.13,7.83,--  ,29.83,家居用品,可选消费-家居用品,         12.10亿,0.05,7.82,         10.16亿,虚拟展示,7.83,36154,2833.4,--  ,2.79,深圳,0.05,689,7.76,8,7.76,7.78,0.52,3.08,7.84,19758,16396,1.21,615,334,--  ,40.04,--  ,--  ,1.3,0.73,924,39,0.003,1,-3.1,-17.92,14.81,-65.79,3.17,          8.93亿,73.77,--  ,0.31,-- -- ,10,13,13,-0.26,2.83,-0.26,0.77,0.9,-2.13,0.9,-0.13,20220831,20150424,1.55,--  ,--  ,34.02,8.11,2.38,69.16,10.53,2.37,1.92,12.87,1.56,5.1,5.71,1.3,0.97,-1.49,0,-1.49,-1.38,-1.35,-1.39,-2.88,0.06,0.37,25000,4560,3.57万,-546.53,-72.16,1.49,218.41,9.27,0,-0.876㈡,5.25,3.7,-1.86,0.04,23.85, -16.69㈡,25.5,-114.44,-106.16,0.19,547,2751,--  ,--  ,--  
002752,昇兴股份,2.31,0.19,5.32,24.16,37.79,广告包装,社会服务-广告包装,         51.97亿,0.12,5.31,         51.89亿,易拉罐&瓶罐&涂印加工,5.32,136715,7241.85,30.48,1.4,福建,0.01,1823,5.18,5.4,5.17,5.2,0.8,4.42,5.3,64989,71726,0.91,11,766,--  ,15.75,--  ,--  ,9.75,2.39,2715,50,0.0005,1,-5.34,6.4,20.09,-20.83,3.88,         18.72亿,36.03,24.66,0.9,-- -- ,10,3,1,-0.38,3.85,-0.58,1.92,2.7,-1.48,2.9,0.38,20220826,20150422,9.77,--  ,--  ,72.98,27.91,0.58,60.97,37.65,22.12,3.04,35.98,11.26,15.28,9.1,30.81,28.02,1.18,0.07,1.19,1.09,1.08,0.89,8.51,0.14,-0.68,27756,12680,6.75万,59.86,31.8,1.86,367.32,1.69,0.56,0.110㈡,2.86,0.93,0.87,0.01,38.24,   3.85㈡,9.04,3.84,3.54,0.26,3283,2752,--  ,--  ,--  
002753,永东股份,1.04,0.1,9.74,36.13,17.23,化工原料,材料-化工,         36.57亿,0.1,9.74,         23.62亿,炭黑产品,9.75,78975,7729.58,11.53,3.26,山西,0.01,696,9.72,10.1,9.58,9.64,0.7,5.39,9.79,37559,41416,0.91,657,442,--  ,16.14,--  ,--  ,2.43,1.12,2547,31,0.0013,1,-6.25,-12.25,29.01,1.04,4.5,         17.10亿,46.77,27.59,1.44,-- -- ,10,8,2,0.83,4.77,-0.62,1.56,0.21,-3.56,1.67,-0.52,20220831,20150519,3.75,--  ,--  ,32.39,22.16,--  ,31.57,19.04,6.65,0.96,6.29,4.86,7.49,4.28,20.08,18.85,0.59,0.1,0.6,0.51,0.51,0.46,11.47,-1.49,-0.25,19945,8804,8.57万,-78.49,12.12,1.74,-24.48,1.82,2.18,0.135㈡,5.61,1.14,3.05,-0.4,68.43,   2.28㈡,6.14,2.96,2.52,0.24,871,2753,--  ,--  ,--  
002755,奥赛康,1.4,0.12,8.7,323.1,29.89,化学制药,可选消费-医药,         80.75亿,0.12,8.7,         80.75亿,消化类,8.71,10289,891.3,21.26,0.11,北京,0,411,8.66,8.71,8.57,8.58,1.02,1.63,8.66,3451,6838,0.5,140,141,--  ,0.17,--  ,--  ,9.28,1.48,756,14,0.0001,1,-0.34,-0.34,-10.95,-31.12,0.48,         18.51亿,22.93,62.48,0.78,平台整理,11,13,9,0.93,1.52,-0.12,0.93,0.46,-0.11,1.52,0.47,20220829,20150515,9.28,--  ,--  ,36.89,32.09,0.64,11.29,24.36,5.87,1.03,3.32,1.6,3.49,0.6,10.11,1.09,0.02,0,0.01,-0.01,0.12,0.03,19.67,-0.35,-4.22,21230,10023,8.72万,-95.25,-39.64,2.52,-229.27,7.99,1.15,0.010㈡,3.46,0.07,2.12,-0.04,86.97,   0.39㈡,89.22,0.22,-0.06,2.1,1348,2755,--  ,--  ,--  
002756,永兴材料,-1.95,0.02,131,12,11.73,特种钢,材料-钢铁,        543.25亿,-2.6,130.99,        360.57亿,锂盐产品,131,51309,67525.25,61.24,1.86,浙江,0.01,497,134,134.98,129.1,133.6,0.86,4.4,131.61,25153,26156,0.96,3,1,--  ,168.84,--  ,--  ,2.75,-1.86,3718,14,0.0005,-3,-8.28,-13.1,-3.09,-11.2,2.53,        265.94亿,48.95,19.08,1.3,-- -- ,14,10,10,0.3,1.03,-3.37,-1.49,-2.24,-2.95,1.47,-0.46,20220819,20150515,4.15,--  ,--  ,87.29,70.96,1.02,17.53,56.24,18.89,2.67,13.79,7.1,2.2,15.85,64.14,35.39,26.89,-0.11,26.84,22.95,22.63,21.83,46.97,18.84,15.58,19472,10426,136.58万,647.64,110.51,7.49,28.84,8.47,0.37,5.630㈡,17.48,3.82,11.33,4.54,81.3,  31.90㈡,44.82,41.92,35.77,2.04,1638,2756,--  ,--  ,--  
002757,南兴股份,2.75,0.18,11.2,11.27,41.93,专用机械,装备制造-工业机械,         33.09亿,0.3,11.19,         31.34亿,IDC及云计算相关服务,11.2,38691,4290.83,11.36,1.38,广东,0.01,232,10.94,11.27,10.91,10.9,1.04,3.3,11.09,18424,20267,0.91,100,427,--  ,14.77,--  ,--  ,2.8,2.84,2197,18,0.0006,1,-0.27,0.18,-9.02,-24.58,2.29,         18.89亿,57.09,12.08,0.73,平台整理,13,13,14,0.37,3.39,0.09,1.74,2.38,-0.62,2.66,1.01,20220830,20150527,2.95,--  ,--  ,35.87,22.58,0.31,36.18,15.41,10.22,1.01,8.05,4.75,4.54,8.48,14.08,10.78,1.8,0.02,1.78,1.51,1.47,1.42,9.96,1.6,-1,29724,5675,6.36万,-10.6,2.94,1.47,20.7,2.35,3.57,0.497㈡,7.64,2.87,3.37,0.54,62.95,   6.50㈡,23.45,12.8,10.7,0.58,2116,2757,--  ,--  ,--  
002758,浙农股份,0.73,-0.07,12.5,11.79,29.82,汽车服务,可选消费-汽车类,         62.83亿,0.09,12.5,         24.65亿,整车销售,12.51,24181,3026.64,9.54,1.23,浙江,0.03,278,12.56,12.6,12.45,12.41,0.72,1.21,12.52,11433,12748,0.9,9,51,--  ,49.36,--  ,--  ,1.97,0.81,1129,21,0.0011,2,-1.02,5.04,-13.79,3.39,1.7,         17.76亿,28.26,8.79,0.82,-- -- ,2,5,1,1.21,1.53,0.32,0.89,-0.48,-0.79,0.4,-0.16,20220830,20150527,5.03,--  ,--  ,193.05,37.47,21.83,69.28,154.41,10.08,3.93,126.41,64.28,9.4,5.89,196.12,181.24,6.94,0.37,6.95,5.38,2.66,2.42,24.22,7.13,2.8,30855,4604,5.76万,27.11,11.05,1.69,8.81,0.32,2.4,0.540㈡,7.39,1.17,4.82,1.42,19.41,   7.11㈡,7.59,3.54,2.74,0.07,6607,2758,--  ,--  ,--  
002759,天际股份,-2.53,0,20.8,8.46,16.41,家用电器,可选消费-家用电器,         84.98亿,-0.54,20.8,         83.64亿,六氟磷酸锂,20.81,71287,15035.52,11.41,1.77,广东,0,1327,21.32,21.48,20.67,21.34,1.26,3.8,21.09,41447,29840,1.39,293,394,--  ,23.88,--  ,--  ,4.02,-2.45,2828,25,0.0006,-1,-5.15,-12.72,-14.19,-28.08,2.89,         51.27亿,60.33,8.15,1.6,跌破BOLL下轨,1,14,9,-0.09,0.66,-3.14,-1.17,-2.44,-3.17,0.63,-1.36,20220827,20150528,4.09,--  ,--  ,55.79,37.67,3.17,26.8,26.13,7.36,1.5,14.34,3.85,4.74,20,16.25,8.75,5.91,0.01,5.9,4.96,5.02,5.03,13.9,8.62,2.7,70493,3497,7.27万,145.18,116.25,2.25,9.86,5.23,1.8,1.250㈡,9.23,4.9,3.4,2.11,67.52,  13.34㈡,46.19,36.36,30.51,0.68,1249,2759,--  ,--  ,--  
002760,凤形股份,1.24,-0.04,18.77,36.09,45.55,机械基件,装备制造-通用机械,         20.27亿,0.23,18.76,         16.51亿,高铬耐磨产品,18.78,10278,1924.3,21.23,1.17,江西,0,60,18.54,18.94,18.36,18.54,0.86,3.13,18.72,5468,4810,1.14,44,30,--  ,2.97,--  ,--  ,0.88,1.33,1020,10,0.0011,1,-2.34,-14.64,-0.85,-28.14,1.86,         10.39亿,51.24,24.62,0.35,KDJ金叉,10,14,14,0,2.16,-0.97,0.97,1.24,-0.9,2.23,0.27,20220830,20150611,1.08,--  ,--  ,16.79,9.53,--  ,43.23,9.94,3.58,0.66,4.1,1.88,1.63,4.17,3.9,3.11,0.31,-0.01,0.31,0.28,0.28,0.13,3.86,0.41,1.05,10333,5355,10.05万,-31.88,-6.89,2.13,49.85,5.2,0,0.260㈡,8.83,3.86,3.57,0.38,56.77,   2.95㈡,20.32,8.05,7.2,0.15,944,2760,--  ,--  ,--  
002761,浙江建投,-1.76,0,23.42,18.8,7.75,建筑工程,建筑地产-建筑,        253.25亿,-0.42,23.42,        115.37亿,建筑施工业务,23.43,98154,23092.9,24.2,1.99,浙江,0.03,1585,23.6,23.93,23.3,23.84,0.85,2.64,23.53,60035,38119,1.57,290,163,--  ,169.92,--  ,--  ,4.93,-1.68,3496,28,0.0006,-1,-1.01,-5.6,-27.96,219.95,4.76,         48.32亿,19.08,22.82,0.54,空头排列,9,1,10,-1.01,0.38,-2.27,-1.3,-0.76,-2.13,0.52,-0.46,20220830,20150610,10.81,--  ,--  ,1050.19,71.02,18.3,91.5,780.92,23.42,22.33,838.16,11.73,319.29,9.09,469.74,448.24,10.32,-0.05,10.47,7.82,6.73,6.3,38.84,-20.23,-5.28,142906,1444,3.38万,10.39,2.04,4.15,-12.52,0.54,0.85,0.570㈡,5.64,0.84,3.59,-1.87,6.76,   9.48㈡,4.58,2.2,1.67,2.33,20992,2761,--  ,--  ,--  
002762,金发拉比,0.93,0.13,7.57,125.02,22.98,服饰,日常消费-纺织服饰,         26.80亿,0.07,7.56,         15.22亿,母婴棉制用品,7.57,35826,2693.75,191.34,1.78,广东,0.02,644,7.5,7.6,7.45,7.5,0.67,2,7.52,17273,18553,0.93,214,20,--  ,26.93,--  ,--  ,2.01,1.02,1296,28,0.0014,1,-3.2,-2.82,-0.92,-31.49,2.33,         11.63亿,43.4,332.95,0.88,-- -- ,4,13,9,0,1.33,-0.67,0.27,0.93,-0.39,1.61,0.67,20220831,20150610,3.54,--  ,--  ,10.59,9.74,0.02,7.84,3.94,1.56,0.52,0.82,1.57,0.24,1.6,1.23,0.57,0.13,0.03,0.13,0.11,0.11,0.1,3.86,-0.12,-0.98,48179,3189,2.41万,-35.72,-5.25,2.75,-223.42,21.87,0.66,0.030㈡,2.75,0.45,1.09,-0.03,91.97,   1.10㈡,53.59,10.87,8.7,0.07,812,2762,--  ,--  ,--  
002763,汇洁股份,1.88,-0.11,8.11,11.42,22.98,服饰,日常消费-纺织服饰,         33.24亿,0.15,8.11,         16.39亿,文胸,8.12,16933,1362.77,12.04,0.84,深圳,0,416,7.96,8.13,7.96,7.96,0.63,2.14,8.05,7903,9030,0.88,65,259,--  ,0.56,--  ,--  ,2.02,1.97,788,21,0.0011,1,-1.1,6.01,12.64,-19.94,1.26,         10.88亿,32.73,16.65,0.48,KDJ金叉,10,11,1,0,2.14,0,1.13,1.88,-0.25,1.88,0.75,20220830,20150610,4.1,--  ,--  ,27.25,20.37,1.23,20.74,19.57,4.59,0.85,4.81,7.11,2.19,7.82,12.74,4.32,2.27,0,2.28,1.66,1.46,1.4,6.67,2.01,1.56,16992,7896,6.40万,-34.42,-9.15,1.63,16.52,2.61,0,0.360㈡,4.97,1.91,1.63,0.49,74.76,   7.15㈡,66.11,17.79,13.03,0.23,6278,2763,--  ,--  ,--  
