time,open,high,low,close,volume,LH_MA_ALL.M1S   ,LH_MA_ALL.M2S   ,LH_MA_ALL.M3S   ,LH_MA_ALL.M2M   ,LH_MA_ALL.M3M   ,LH_MA_ALL.PV1   ,LH_MA_ALL.PV2   ,LH_MA_ALL.PV3   ,LH_MA_ALL.PEAK_PREV1,LH_MA_ALL.PEAK_PREV2,LH_MA_ALL.T_PREV1,LH_MA_ALL.T_PREV2,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO,LH_VOL_TDX2.AMO1  ,LH_VOL_TDX2.VOLUME,LH_VOL_TDX2.MV1   ,LH_VOL_TDX2.MV2   ,LH_VOL_TDX2.MV3   ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.      ,LH_VOL_TDX2.TL    ,LH_VOL_TDX2.      ,LH_VOL_TDX2.R23   ,LH_VOL_TDX2.R13   ,LH_VOL_TDX2.R12   ,LH_VOL_TDX2.V1S   ,LH_VOL_TDX2.V2S   ,LH_VOL_TDX2.V3S   ,LH_VOL_TDX2.VVRATIO
2025/08/28-10:10,6835.8,6870.2,6827.8,6866,2616,6857.66,6869.08,6896.6,6924.96,6927.64,6846.11,6846.11,6846.11,6879.6,6885.6,6835,6835,0,26.16,31.64,28.27,20.29,0,0,0,0,31.64,0,1,0,0,0,0,1.39,1.56,1.12,0.83,0.93,1.29,0.96,0,26.16,31.64,28.27,20.29,0,0,0,0,31.64,0,1,0,0,0,0,1.39,1.56,1.12,0.83,0.93,1.29,0.96
2025/08/28-10:15,6867,6879.6,6864.4,6865.2,1656,6859.81,6868.48,6894.09,6922.52,6926.35,6857.22,6857.22,6857.22,6879.6,6885.6,6835,6835,0,16.56,28.89,27.69,20.26,0,0,0,0,28.89,1,0,0,0,0,0,1.37,1.43,1.04,0.57,0.6,0.82,0.63,0,16.56,28.89,27.69,20.26,0,0,0,0,28.89,1,0,0,0,0,0,1.37,1.43,1.04,0.57,0.6,0.82,0.63
2025/08/28-10:20,6864.8,6875.6,6852.4,6862.6,2034,6860.61,6867.58,6891.57,6920.08,6925.04,6868.33,6868.33,6868.33,6879.6,6885.6,6835,6835,0,20.34,27.34,27.34,20.26,0,0,0,0,27.34,1,0,0,0,0,0,1.35,1.35,1,0.74,0.74,1,1.23,0,20.34,27.34,27.34,20.26,0,0,0,0,27.34,1,0,0,0,0,0,1.35,1.35,1,0.74,0.74,1,1.23
2025/08/28-10:25,6863,6873.8,6858.4,6869.8,1458,6863.23,6867.92,6889.83,6918.03,6923.9,6879.44,6879.44,6879.44,6879.6,6885.6,6835,6835,0,14.58,25.02,26.71,20.2,0,0,0,0,           ,1,0,0,0,0,0,1.32,1.24,0.94,0.58,0.55,0.72,0.72,0,14.58,25.02,26.71,20.2,0,0,0,0,           ,1,0,0,0,0,0,1.32,1.24,0.94,0.58,0.55,0.72,0.72
2025/08/28-10:30,6868.6,6891.2,6861,6883.8,1946,6869.11,6870.36,6889.35,6916.63,6923.07,6890.56,6890.56,6890.56,6879.6,6885.6,6835,6835,0,19.46,24.01,26.36,20.19,0,0,0,0,           ,0,1,0,0,0,0,1.31,1.19,0.91,0.81,0.74,0.96,1.33,0,19.46,24.01,26.36,20.19,0,0,0,0,           ,0,1,0,0,0,0,1.31,1.19,0.91,0.81,0.74,0.96,1.33
2025/08/28-10:35,6884.2,6902.8,6884.2,6902,2170,6878.51,6875.23,6890.36,6916.03,6922.64,6901.67,6901.67,6901.67,6879.6,6885.6,6835,6835,0,21.7,23.59,26.13,20.21,0,0,0,0,           ,0,1,0,0,0,0,1.29,1.17,0.9,0.92,0.83,1.07,1.12,0,21.7,23.59,26.13,20.21,0,0,0,0,           ,0,1,0,0,0,0,1.29,1.17,0.9,0.92,0.83,1.07,1.12
2025/08/28-10:40,6902.6,6912.8,6898.2,6898.2,2098,6884.13,6878.76,6890.98,6915.3,6922.14,6912.78,6912.78,6912.78,6879.6,6885.6,6835,6835,0,20.98,23.11,25.88,20.22,0,0,0,0,           ,0,1,0,0,0,0,1.28,1.14,0.89,0.91,0.81,1.04,0.97,0,20.98,23.11,25.88,20.22,0,0,0,0,           ,0,1,0,0,0,0,1.28,1.14,0.89,0.91,0.81,1.04,0.97
2025/08/28-10:45,6898.2,6927.2,6898.2,6922.8,2170,6895.18,6885.54,6893.53,6915.61,6922.15,6923.89,6923.89,6923.89,6879.6,6885.6,6835,6835,0,21.7,22.86,25.68,20.23,0,0,0,0,           ,0,1,0,0,0,0,1.27,1.13,0.89,0.95,0.85,1.07,1.03,0,21.7,22.86,25.68,20.23,0,0,0,0,           ,0,1,0,0,0,0,1.27,1.13,0.89,0.95,0.85,1.07,1.03
2025/08/28-10:50,6923.6,6937,6914.4,6935,2133,6906.56,6893.15,6896.85,6916.4,6922.41,6935,6935,6935,6935,6935,6835,6835,0,21.33,22.58,25.47,20.24,0,0,0,0,           ,0,1,0,0,0,0,1.26,1.12,0.89,0.94,0.84,1.05,0.98,0,21.33,22.58,25.47,20.24,0,0,0,0,           ,0,1,0,0,0,0,1.26,1.12,0.89,0.94,0.84,1.05,0.98
2025/08/28-10:55,6934.8,6937.2,6919.6,6921.8,1926,6910.91,6897.56,6898.84,6916.62,6922.4,6920.23,6920.23,6924.47,6935,6935,6835,6835,0,19.26,21.98,25.16,20.23,0,0,0,0,           ,0,1,0,0,0,0,1.24,1.09,0.87,0.88,0.77,0.95,0.9,0,19.26,21.98,25.16,20.23,0,0,0,0,           ,0,1,0,0,0,0,1.24,1.09,0.87,0.88,0.77,0.95,0.9
2025/08/28-11:00,6921.4,6921.6,6902.2,6906,2329,6909.51,6898.85,6899.42,6916.19,6922.06,6905.46,6905.46,6913.93,6935,6935,6835,6835,0,23.29,22.21,25.07,20.26,0,0,0,0,           ,0,1,0,0,0,0,1.24,1.1,0.89,1.05,0.93,1.15,1.21,0,23.29,22.21,25.07,20.26,0,0,0,0,           ,0,1,0,0,0,0,1.24,1.1,0.89,1.05,0.93,1.15,1.21
2025/08/28-11:05,6906.4,6913.8,6885,6887.8,2289,6903.31,6897.15,6898.49,6915.03,6921.36,6890.69,6890.69,6903.4,6935,6935,6835,6835,0,22.89,22.34,24.96,20.29,0,0,0,0,           ,0,1,0,0,0,0,1.23,1.1,0.89,1.02,0.92,1.13,0.98,0,22.89,22.34,24.96,20.29,0,0,0,0,           ,0,1,0,0,0,0,1.23,1.1,0.89,1.02,0.92,1.13,0.98
2025/08/28-11:10,6887.2,6902.2,6885,6891.8,1553,6900.02,6896.33,6897.95,6914.08,6920.75,6875.91,6875.91,6892.87,6935,6935,6835,6835,0,15.53,21.1,24.5,20.24,0,0,0,0,           ,1,0,0,0,0,0,1.21,1.04,0.86,0.74,0.63,0.77,0.68,0,15.53,21.1,24.5,20.24,0,0,0,0,           ,1,0,0,0,0,0,1.21,1.04,0.86,0.74,0.63,0.77,0.68
2025/08/28-11:15,6892.4,6908.6,6881.2,6888.8,2266,6896.81,6895.17,6897.22,6913.05,6920.09,6861.14,6861.14,6882.33,6935,6935,6835,6835,0,22.66,21.38,24.41,20.27,0,0,0,0,           ,0,1,0,0,0,0,1.2,1.06,0.88,1.06,0.93,1.12,1.46,0,22.66,21.38,24.41,20.27,0,0,0,0,           ,0,1,0,0,0,0,1.2,1.06,0.88,1.06,0.93,1.12,1.46
2025/08/28-11:20,6888,6888,6849.2,6855.6,3387,6885.04,6889.08,6893.89,6910.71,6918.76,6846.37,6846.37,6871.8,6935,6935,6835,6835,0,33.87,23.65,24.88,20.4,0,0,0,0,           ,0,0,1,0,0,0,1.22,1.16,0.95,1.43,1.36,1.66,1.49,0,33.87,23.65,24.88,20.4,0,0,0,0,           ,0,0,1,0,0,0,1.22,1.16,0.95,1.43,1.36,1.66,1.49
2025/08/28-11:25,6853,6861.2,6830.6,6831.6,3110,6869.77,6880.24,6888.91,6907.48,6916.96,6831.6,6831.6,6861.27,6935,6935,6831.6,6831.6,0,31.1,25.01,25.18,20.51,0,0,0,0,           ,0,0,1,0,0,0,1.23,1.22,0.99,1.24,1.24,1.52,0.92,0,31.1,25.01,25.18,20.51,0,0,0,0,           ,0,0,1,0,0,0,1.23,1.22,0.99,1.24,1.24,1.52,0.92
2025/08/28-11:30,6831.6,6861.6,6829,6859.6,2185,6866.86,6877.06,6886.56,6905.52,6915.78,6859.6,6843,6850.73,6859.6,6935,6831.6,6831.6,0,21.85,24.43,25.02,20.52,0,0,0,0,           ,0,1,0,0,0,0,1.22,1.19,0.98,0.89,0.87,1.06,0.7,0,21.85,24.43,25.02,20.52,0,0,0,0,           ,0,1,0,0,0,0,1.22,1.19,0.98,0.89,0.87,1.06,0.7
2025/08/28-13:05,6859,6864.6,6836.2,6840.2,1676,6859.25,6871.39,6882.85,6902.86,6914.22,6840.2,6854.4,6840.2,6859.6,6935,6840.2,6831.6,0,16.76,23.04,24.61,20.48,0,0,0,0,           ,1,0,0,0,0,0,1.2,1.12,0.94,0.73,0.68,0.82,0.77,0,16.76,23.04,24.61,20.48,0,0,0,0,           ,1,0,0,0,0,0,1.2,1.12,0.94,0.73,0.68,0.82,0.77
2025/08/28-13:10,6839.2,6865.8,6837,6865.8,1414,6861.12,6870.53,6881.49,6901.34,6913.22,6865.8,6865.8,6829.67,6865.8,6865.8,6840.2,6831.6,0,14.14,21.42,24.1,20.42,0,0,0,0,           ,1,0,0,0,0,0,1.18,1.05,0.89,0.66,0.59,0.69,0.84,0,14.14,21.42,24.1,20.42,0,0,0,0,           ,1,0,0,0,0,0,1.18,1.05,0.89,0.66,0.59,0.69,0.84
2025/08/28-13:15,6866,6870.8,6846.2,6848.4,1324,6857.48,6867.13,6878.84,6899.18,6911.89,6848.04,6848.04,6819.13,6865.8,6865.8,6840.2,6831.6,0,13.24,19.93,23.57,20.35,0,0,0,0,           ,1,0,0,0,0,0,1.16,0.98,0.85,0.66,0.56,0.65,0.94,0,13.24,19.93,23.57,20.35,0,0,0,0,           ,1,0,0,0,0,0,1.16,0.98,0.85,0.66,0.56,0.65,0.94
2025/08/28-13:20,6848.6,6868.8,6839.4,6840.4,1178,6852.6,6863.02,6875.77,6896.78,6910.41,6830.28,6830.28,6808.6,6865.8,6865.8,6840.2,6831.6,0,11.78,18.45,23,20.26,0,0,0,0,           ,1,0,0,0,0,0,1.13,0.91,0.8,0.64,0.51,0.58,0.89,0,11.78,18.45,23,20.26,0,0,0,0,           ,1,0,0,0,0,0,1.13,0.91,0.8,0.64,0.51,0.58,0.89
2025/08/28-13:25,6839.6,6841.6,6812,6815,2433,6841.86,6855.63,6870.91,6893.45,6908.45,6812.52,6812.52,6798.07,6865.8,6865.8,6840.2,6831.6,0,24.33,19.52,23.06,20.3,0,0,0,0,           ,0,0,1,1,0,0,1.14,0.96,0.85,1.25,1.05,1.2,2.07,0,24.33,19.52,23.06,20.3,0,0,0,0,           ,0,0,1,1,0,0,1.14,0.96,0.85,1.25,1.05,1.2,2.07
2025/08/28-13:30,6813.8,6820.4,6786.6,6797.6,3672,6829.21,6846.7,6865.04,6889.53,6906.16,6794.76,6794.76,6787.53,6865.8,6865.8,6840.2,6831.6,0,36.72,22.65,23.73,20.47,0,0,0,0,           ,0,0,1,1,0,0,1.16,1.11,0.95,1.62,1.55,1.79,1.51,0,36.72,22.65,23.73,20.47,0,0,0,0,           ,0,0,1,1,0,0,1.16,1.11,0.95,1.62,1.55,1.79,1.51
2025/08/28-13:35,6798,6806.8,6762.4,6777,3616,6814.3,6835.98,6858,6884.94,6903.5,6777,6777,6777,6865.8,6865.8,6777,6777,0,36.16,25.1,24.34,20.62,0,0,0,0,           ,0,0,1,0,0,0,1.18,1.22,1.03,1.44,1.49,1.75,0.98,0,36.16,25.1,24.34,20.62,0,0,0,0,           ,0,0,1,0,0,0,1.18,1.22,1.03,1.44,1.49,1.75,0.98
2025/08/28-13:40,6774.6,6811,6774.6,6808.2,3107,6812.55,6831.7,6854.01,6881.81,6901.53,6792.18,6792.18,6784.9,6865.8,6865.8,6777,6777,0,31.07,26.19,24.66,20.73,0,0,0,0,           ,0,1,0,0,0,0,1.19,1.26,1.06,1.19,1.26,1.5,0.86,0,31.07,26.19,24.66,20.73,0,0,0,0,           ,0,1,0,0,0,0,1.19,1.26,1.06,1.19,1.26,1.5,0.86
2025/08/28-13:45,6808.2,6824.6,6791,6823.6,2215,6815.71,6830.46,6851.58,6879.43,6899.92,6807.36,6807.36,6792.81,6865.8,6865.8,6777,6777,0,22.15,25.45,24.54,20.74,0,0,0,0,           ,0,1,0,0,0,0,1.18,1.23,1.04,0.87,0.9,1.07,0.71,0,22.15,25.45,24.54,20.74,0,0,0,0,           ,0,1,0,0,0,0,1.18,1.23,1.04,0.87,0.9,1.07,0.71
2025/08/28-13:50,6823.6,6850,6821.6,6836.8,2271,6821.74,6831.43,6850.4,6877.69,6898.62,6822.53,6822.53,6800.71,6865.8,6865.8,6777,6777,0,22.71,24.96,24.45,20.76,0,0,0,0,           ,0,1,0,0,0,0,1.18,1.2,1.02,0.91,0.93,1.09,1.03,0,22.71,24.96,24.45,20.76,0,0,0,0,           ,0,1,0,0,0,0,1.18,1.2,1.02,0.91,0.93,1.09,1.03
2025/08/28-13:55,6836.6,6848.6,6824.4,6846,1636,6828.67,6833.67,6850.05,6876.4,6897.54,6837.71,6837.71,6808.61,6865.8,6865.8,6777,6777,0,16.36,23.39,24.06,20.72,0,0,0,0,           ,1,0,0,0,0,0,1.16,1.13,0.97,0.7,0.68,0.79,0.72,0,16.36,23.39,24.06,20.72,0,0,0,0,           ,1,0,0,0,0,0,1.16,1.13,0.97,0.7,0.68,0.79,0.72
2025/08/28-14:00,6845.8,6851,6833.2,6842.2,1509,6832.53,6834.99,6849.42,6875,6896.4,6852.89,6852.89,6816.52,6865.8,6865.8,6777,6777,0,15.09,21.88,23.62,20.66,0,0,0,0,           ,1,0,0,0,0,0,1.14,1.06,0.93,0.69,0.64,0.73,0.92,0,15.09,21.88,23.62,20.66,0,0,0,0,           ,1,0,0,0,0,0,1.14,1.06,0.93,0.69,0.64,0.73,0.92
2025/08/28-14:05,6844.8,6872,6837.4,6870.2,2005,6843.3,6840.4,6851.08,6874.81,6895.86,6868.07,6868.07,6824.42,6865.8,6865.8,6777,6777,0,20.05,21.55,23.45,20.66,0,0,0,0,           ,0,1,0,0,0,0,1.14,1.04,0.92,0.93,0.86,0.97,1.33,0,20.05,21.55,23.45,20.66,0,0,0,0,           ,0,1,0,0,0,0,1.14,1.04,0.92,0.93,0.86,0.97,1.33
2025/08/28-14:10,6871.2,6879.8,6868,6872,1870,6851.5,6845.26,6852.75,6874.69,6895.37,6883.24,6883.24,6832.32,6865.8,6865.8,6777,6777,0,18.7,21.03,23.21,20.64,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.02,0.91,0.89,0.81,0.91,0.93,0,18.7,21.03,23.21,20.64,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.02,0.91,0.89,0.81,0.91,0.93
2025/08/28-14:15,6872.8,6904.8,6867.4,6899.6,2845,6865.24,6853.62,6856.5,6875.71,6895.45,6898.42,6898.42,6840.22,6865.8,6865.8,6777,6777,0,28.45,22.38,23.47,20.71,0,0,0,0,           ,0,0,1,1,0,0,1.13,1.08,0.95,1.27,1.21,1.37,1.52,0,28.45,22.38,23.47,20.71,0,0,0,0,           ,0,0,1,1,0,0,1.13,1.08,0.95,1.27,1.21,1.37,1.52
2025/08/28-14:20,6900.6,6916,6895.6,6913.6,1803,6879.06,6862.85,6861.07,6877.25,6895.83,6913.6,6913.6,6848.13,6913.6,6913.6,6777,6777,0,18.03,21.59,23.2,20.69,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.04,0.93,0.84,0.78,0.87,0.63,0,18.03,21.59,23.2,20.69,0,0,0,0,           ,0,1,0,0,0,0,1.12,1.04,0.93,0.84,0.78,0.87,0.63
2025/08/28-14:25,6912.6,6915.8,6884,6884,1752,6880.47,6866.1,6862.9,6877.53,6895.58,6884,6884,6856.03,6913.6,6913.6,6884,6884,0,17.52,20.85,22.93,20.66,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.01,0.91,0.84,0.76,0.85,0.97,0,17.52,20.85,22.93,20.66,0,0,0,0,           ,0,1,0,0,0,0,1.11,1.01,0.91,0.84,0.76,0.85,0.97
2025/08/28-14:30,6885.8,6908.4,6884.6,6903.6,1422,6887.08,6871.87,6866.16,6878.59,6895.75,6898.3,6890.69,6863.93,6913.6,6913.6,6884,6884,0,14.22,19.64,22.5,20.59,0,0,0,0,           ,1,0,0,0,0,0,1.09,0.95,0.87,0.72,0.63,0.69,0.81,0,14.22,19.64,22.5,20.59,0,0,0,0,           ,1,0,0,0,0,0,1.09,0.95,0.87,0.72,0.63,0.69,0.81
2025/08/28-14:35,6902.6,6914.8,6897.2,6914,915,6894.77,6878.35,6869.99,6880.04,6896.13,6912.6,6897.37,6871.84,6913.6,6913.6,6884,6884,0,9.15,17.74,21.85,20.48,0,0,0,0,           ,1,0,0,0,0,0,1.07,0.87,0.81,0.52,0.42,0.45,0.64,0,9.15,17.74,21.85,20.48,0,0,0,0,           ,1,0,0,0,0,0,1.07,0.87,0.81,0.52,0.42,0.45,0.64
2025/08/28-14:40,6913.2,6933,6913.2,6927.8,1891,6904.21,6885.96,6874.61,6881.99,6896.78,6926.9,6904.06,6879.74,6913.6,6913.6,6884,6884,0,18.91,17.95,21.71,20.46,0,0,0,0,           ,0,1,0,1,0,0,1.06,0.88,0.83,1.05,0.87,0.92,2.07,0,18.91,17.95,21.71,20.46,0,0,0,0,           ,0,1,0,1,0,0,1.06,0.88,0.83,1.05,0.87,0.92,2.07
2025/08/28-14:45,6930.6,6943.6,6924.6,6942,1746,6915.01,6894.58,6880,6884.44,6897.71,6941.2,6910.75,6887.64,6913.6,6913.6,6884,6884,0,17.46,17.86,21.5,20.43,0,0,0,0,           ,0,1,0,0,0,0,1.05,0.87,0.83,0.98,0.81,0.85,0.92,0,17.46,17.86,21.5,20.43,0,0,0,0,           ,0,1,0,0,0,0,1.05,0.87,0.83,0.98,0.81,0.85,0.92
2025/08/28-14:50,6942,6964.8,6932.8,6964.8,2313,6929.23,6905.39,6886.79,6887.72,6899.09,6955.5,6917.43,6895.55,6913.6,6913.6,6884,6884,0,23.13,18.82,21.58,20.46,0,0,0,0,           ,0,0,1,0,0,0,1.05,0.92,0.87,1.23,1.07,1.13,1.32,0,23.13,18.82,21.58,20.46,0,0,0,0,           ,0,0,1,0,0,0,1.05,0.92,0.87,1.23,1.07,1.13,1.32
2025/08/28-14:55,6964.4,6975.6,6956,6969.8,2392,6940.82,6915.3,6893.43,6891.07,6900.55,6969.8,6924.12,6903.45,6969.8,6913.6,6884,6884,0,23.92,19.75,21.69,20.49,0,0,0,0,           ,0,0,1,0,0,0,1.06,0.96,0.91,1.21,1.1,1.17,1.03,0,23.92,19.75,21.69,20.49,0,0,0,0,           ,0,0,1,0,0,0,1.06,0.96,0.91,1.21,1.1,1.17,1.03
2025/08/28-15:00,6969.8,6977,6967,6967,3273,6948.3,6923.25,6899.31,6894.17,6901.92,6962.85,6930.81,6911.35,6969.8,6913.6,6884,6884,0,32.73,22.11,22.23,20.62,0,0,0,0,           ,0,0,1,0,0,0,1.08,1.07,0.99,1.48,1.47,1.59,1.37,0,32.73,22.11,22.23,20.62,0,0,0,0,           ,0,0,1,0,0,0,1.08,1.07,0.99,1.48,1.47,1.59,1.37
2025/08/29-09:35,6960,6970.4,6945.4,6955,7742,6950.22,6928.13,6903.77,6896.65,6903.02,6955.9,6937.5,6919.25,6969.8,6913.6,6884,6884,0,77.42,32.16,24.92,21.18,0,1,0,1,32.16,0,0,1,1,1,1,1.18,1.52,1.29,2.41,3.11,3.66,2.37,0,77.42,32.16,24.92,21.18,0,1,0,1,32.16,0,0,1,1,1,1,1.18,1.52,1.29,2.41,3.11,3.66,2.37
2025/08/29-09:40,6953.4,6967.8,6934.4,6953.8,5393,6951.24,6932.08,6907.77,6898.98,6904.06,6948.95,6944.18,6927.16,6969.8,6913.6,6884,6884,0,53.93,36.12,26.34,21.51,0,0,0,1,36.12,0,0,1,0,0,0,1.22,1.68,1.37,1.49,2.05,2.51,0.7,0,53.93,36.12,26.34,21.51,0,0,0,1,36.12,0,0,1,0,0,0,1.22,1.68,1.37,1.49,2.05,2.51,0.7
2025/08/29-09:45,6955.8,6961,6925.4,6942,3934,6948.6,6933.61,6910.51,6900.74,6904.85,6942,6950.87,6935.06,6969.8,6913.6,6942,6884,0,39.34,36.71,26.97,21.68,0,0,0,0,36.71,0,1,0,0,0,0,1.24,1.69,1.36,1.07,1.46,1.81,0.73,0,39.34,36.71,26.97,21.68,0,0,0,0,36.71,0,1,0,0,0,0,1.24,1.69,1.36,1.07,1.46,1.81,0.73
2025/08/29-09:50,6940.4,6959.6,6925.6,6947.8,4193,6948.37,6935.79,6913.49,6902.66,6905.73,6949.37,6957.56,6942.96,6969.8,6913.6,6942,6884,0,41.93,37.66,27.7,21.89,0,0,0,0,37.66,0,1,0,0,0,0,1.27,1.72,1.36,1.11,1.51,1.92,1.07,0,41.93,37.66,27.7,21.89,0,0,0,0,37.66,0,1,0,0,0,0,1.27,1.72,1.36,1.11,1.51,1.92,1.07
2025/08/29-09:55,6947.8,6961,6946,6954.4,3735,6950.09,6938.65,6916.77,6904.77,6906.73,6956.74,6964.24,6950.87,6969.8,6913.6,6942,6884,0,37.35,37.6,28.17,22.04,0,0,0,0,37.6,0,1,0,0,0,0,1.28,1.71,1.33,0.99,1.33,1.69,0.89,0,37.35,37.6,28.17,22.04,0,0,0,0,37.6,0,1,0,0,0,0,1.28,1.71,1.33,0.99,1.33,1.69,0.89
2025/08/29-10:00,6954.6,6962.2,6942.6,6956.4,2891,6951.9,6941.38,6919.94,6906.88,6907.76,6964.11,6970.93,6958.77,6969.8,6913.6,6942,6884,0,28.91,36.02,28.21,22.11,0,0,0,0,36.02,0,1,0,0,0,0,1.28,1.63,1.28,0.8,1.02,1.31,0.77,0,28.91,36.02,28.21,22.11,0,0,0,0,36.02,0,1,0,0,0,0,1.28,1.63,1.28,0.8,1.02,1.31,0.77
2025/08/29-10:05,6957.6,6976.4,6946.4,6967.6,2930,6956.38,6945.42,6923.75,6909.36,6908.99,6971.48,6977.62,6966.67,6969.8,6913.6,6942,6884,0,29.3,34.8,28.26,22.18,0,0,0,0,34.8,0,1,0,0,0,0,1.27,1.57,1.23,0.84,1.04,1.32,1.01,0,29.3,34.8,28.26,22.18,0,0,0,0,34.8,0,1,0,0,0,0,1.27,1.57,1.23,0.84,1.04,1.32,1.01
2025/08/29-10:10,6968.2,6970.2,6960.6,6963.4,2117,6958.39,6948.18,6926.92,6911.56,6910.11,6978.85,6984.3,6974.58,6969.8,6913.6,6942,6884,0,21.17,32.32,27.92,22.17,0,0,0,0,32.32,1,0,0,0,0,0,1.26,1.46,1.16,0.65,0.76,0.95,0.72,0,21.17,32.32,27.92,22.17,0,0,0,0,32.32,1,0,0,0,0,0,1.26,1.46,1.16,0.65,0.76,0.95,0.72
2025/08/29-10:15,6963,6970.8,6954.4,6967.4,2076,6960.96,6951.14,6930.16,6913.84,6911.3,6986.22,6990.99,6982.48,6969.8,6913.6,6942,6884,0,20.76,30.22,27.57,22.16,0,0,0,0,30.22,1,0,0,0,0,0,1.24,1.36,1.1,0.69,0.75,0.94,0.98,0,20.76,30.22,27.57,22.16,0,0,0,0,30.22,1,0,0,0,0,0,1.24,1.36,1.1,0.69,0.75,0.94,0.98
2025/08/29-10:20,6967.6,6975.8,6959,6970.2,2056,6963.6,6954.07,6933.36,6916.14,6912.51,6993.58,6997.68,6990.38,6969.8,6913.6,6942,6884,0,20.56,28.46,27.23,22.14,0,0,0,0,           ,1,0,0,0,0,0,1.23,1.29,1.05,0.72,0.76,0.93,0.99,0,20.56,28.46,27.23,22.14,0,0,0,0,           ,1,0,0,0,0,0,1.23,1.29,1.05,0.72,0.76,0.93,0.99
2025/08/29-10:25,6970.2,7017.4,6970.2,7015.4,3768,6978.4,6963.51,6939.93,6920.19,6914.63,7000.95,7004.37,6998.28,6969.8,6913.6,6942,6884,0,37.68,30.14,27.74,22.29,0,0,0,0,30.14,0,0,1,1,0,0,1.24,1.35,1.09,1.25,1.36,1.69,1.83,0,37.68,30.14,27.74,22.29,0,0,0,0,30.14,0,0,1,1,0,0,1.24,1.35,1.09,1.25,1.36,1.69,1.83
2025/08/29-10:30,7014.4,7017.8,7000,7008,2025,6986.86,6970.35,6945.37,6923.78,6916.56,7008.32,7011.05,7006.19,6969.8,6913.6,6942,6884,0,20.25,28.34,27.37,22.27,0,0,0,0,           ,1,0,0,0,0,0,1.23,1.27,1.04,0.71,0.74,0.91,0.54,0,20.25,28.34,27.37,22.27,0,0,0,0,           ,1,0,0,0,0,0,1.23,1.27,1.04,0.71,0.74,0.91,0.54
2025/08/29-10:35,7007.8,7016,6994,7001.8,1985,6991.13,6975.19,6949.89,6926.96,6918.31,7015.69,7017.74,7014.09,6969.8,6913.6,6942,6884,0,19.85,26.8,27,22.25,0,0,0,0,           ,1,0,0,0,0,0,1.21,1.2,0.99,0.74,0.74,0.89,0.98,0,19.85,26.8,27,22.25,0,0,0,0,           ,1,0,0,0,0,0,1.21,1.2,0.99,0.74,0.74,0.89,0.98
2025/08/29-10:40,7003.8,7033.6,7002.2,7030.6,1886,7002.4,6983.71,6956.34,6931.19,6920.63,7023.06,7024.43,7021.99,6969.8,6913.6,6942,6884,0,18.86,25.35,26.61,22.22,0,0,0,0,           ,1,0,0,0,0,0,1.2,1.14,0.95,0.74,0.71,0.85,0.95,0,18.86,25.35,26.61,22.22,0,0,0,0,           ,1,0,0,0,0,0,1.2,1.14,0.95,0.74,0.71,0.85,0.95
2025/08/29-10:45,7030.6,7034.8,7020,7025.4,1529,7008.97,6990.13,6961.87,6935.04,6922.79,7030.43,7031.11,7029.9,6969.8,6913.6,6942,6884,0,15.29,23.52,26.05,22.15,0,0,0,0,           ,1,0,0,0,0,0,1.18,1.06,0.9,0.65,0.59,0.69,0.81,0,15.29,23.52,26.05,22.15,0,0,0,0,           ,1,0,0,0,0,0,1.18,1.06,0.9,0.65,0.59,0.69,0.81
2025/08/29-10:50,7025.4,7038.6,7013.4,7037.8,1691,7017.21,6997.46,6967.94,6939.23,6925.16,7037.8,7037.8,7037.8,7037.8,7037.8,6942,6884,0,16.91,22.32,25.61,22.1,0,0,0,0,           ,1,0,0,0,0,0,1.16,1.01,0.87,0.76,0.66,0.77,1.11,0,16.91,22.32,25.61,22.1,0,0,0,0,           ,1,0,0,0,0,0,1.16,1.01,0.87,0.76,0.66,0.77,1.11
